"PL_ID";"VESTIBUL";"STATION";"LINE"
2245;"Рассказовка 2";"Рассказовка";"СОЛНЦЕВСКАЯ ЛИН."
2282;"Нижегородская 1";"Нижегородская";"НЕКРАСОВСКАЯ"
2283;"Нижегородская 2";"Нижегородская";"НЕКРАСОВСКАЯ"
2430;"Нижегород.1 АПБ ";"Нижегородская";"НЕКРАСОВСКАЯ"
2432;"Нижегород.2 АПБ";"Нижегородская";"НЕКРАСОВСКАЯ"
2285;"Стахановская";"Стахановская";"НЕКРАСОВСКАЯ"
2284;"Окская";"Окская";"НЕКРАСОВСКАЯ"
2286;"Юго-Восточная";"Юго-Восточная";"НЕКРАСОВСКАЯ"
2415;"АРМы СЦ на БКЛ";"АРМы СЦ на БКЛ";"ПАСС.АГЕНТСТВА"
2174;"СЦ на ул. 1905 г";"СЦ на ул.1905 г.";"ПАСС.АГЕНТСТВА"
2439;"АРМ СЦ на СЖО";"АРМы СЦ на СЖО";"ПАСС.АГЕНТСТВА"
2138;"СЦ на Басманной";"СЦ на Басманной";"ПАСС.АГЕНТСТВА"
2104;"ПАК ЦОТТ";"ПАК ЦОТТ";"ПАК ЦОТТ"
2103;"Терминалы ЖД";"Терминалы ЖД";"ПАК ЦОТТ"
2263;"Некрасовка1";"Некрасовка";"НЕКРАСОВСКАЯ"
2264;"Некрасовка2";"Некрасовка";"НЕКРАСОВСКАЯ"
2261;"Лухмановская1";"Лухмановская";"НЕКРАСОВСКАЯ"
2262;"Лухмановская2";"Лухмановская";"НЕКРАСОВСКАЯ"
2260;"Ул.Дмитриевс-го2";"Ул.Дмитриевского";"НЕКРАСОВСКАЯ"
2429;"Ул.Дмитр-го АПБ";"Ул.Дмитриевского";"НЕКРАСОВСКАЯ"
2258;"Косино1";"Косино";"НЕКРАСОВСКАЯ"
2259;"Косино2";"Косино";"НЕКРАСОВСКАЯ"
2253;"Филатов луг";"Филатов луг";"СОКОЛЬНИЧЕСКАЯ"
2254;"Прокшино";"Прокшино";"СОКОЛЬНИЧЕСКАЯ"
2255;"Ольховая";"Ольховая";"СОКОЛЬНИЧЕСКАЯ"
2256;"Коммунарка";"Коммунарка";"СОКОЛЬНИЧЕСКАЯ"
2287;"ТПУ Рязанская";"ТПУ Рязанская";"НЕКРАСОВСКАЯ"
2397;"ТПУ Рязанск. АПБ";"ТПУ Рязанская";"НЕКРАСОВСКАЯ"
2172;"Зорге МЦК";"Зорге МЦК";"МЦК"
2140;"Новопесч-ая М";"Новопесч-ая МКЖД";"центры стендовые"
2247;"Стенд МЦК Зорге";"Стенд МЦК";"центры стендовые"
2141;"Панфиловская МЦК";"Панфиловская МЦК";"МЦК"
2142;"Стрешнево МЦК";"Стрешнево МЦК";"МЦК"
2143;"Балтийская МЦК";"Балтийская МЦК";"МЦК"
2144;"Коптево МЦК";"Коптево МЦК";"МЦК"
2145;"Лихоборы МЦК";"Лихоборы МЦК";"МЦК"
2272;"Лихоборы МЦК АПБ";"Лихоборы МЦК";"МЦК"
2146;"Владыкино МЦК";"Владыкино МЦК";"МЦК"
2189;"Владыкино2 МЦК";"Владыкино МЦК";"МЦК"
2147;"Окружная МЦК";"Окружная МЦК";"МЦК"
2148;"Б-р Рокоссов.МЦК";"Б-р Рокоссов.МЦК";"МЦК"
2149;"Локомотив МЦК";"Локомотив МЦК";"МЦК"
2150;"Измайлово МЦК";"Измайлово МЦК";"МЦК"
2151;"Сокол. гора МЦК";"Сокол. гора МЦК";"МЦК"
2152;"Андроновка МЦК";"Андроновка МЦК";"МЦК"
2153;"Угрешская МЦК";"Угрешская МЦК";"МЦК"
2154;"Дубровка МЦК";"Дубровка МЦК";"МЦК"
2155;"Автозавод. МЦК";"Автозавод. МЦК";"МЦК"
2156;"ЗИЛ МЦК";"ЗИЛ МЦК";"МЦК"
2157;"Хорошёво МЦК";"Хорошёво МЦК";"МЦК"
2158;"Ростокино МЦК";"Ростокино МЦК";"МЦК"
2159;"Ботан. сад МЦК";"Ботан. сад МЦК";"МЦК"
2160;"Белокамен-я МКЖД";"Ботан. сад МЦК";"МЦК"
2161;"Белокаменная МЦК";"Белокаменная МЦК";"МЦК"
2137;"Шоссе энтуз.МЦК";"Шоссе энтуз.МЦК";"МЦК"
2162;"Новохохл-я  МЦК";"Новохохлов-я МЦК";"МЦК"
2163;"Верхн. Котлы МЦК";"Верхн. Котлы МЦК";"МЦК"
2136;"Шелепиха МЦК";"Шелепиха МЦК";"МЦК"
2164;"Крымская МЦК";"Крымская МЦК";"МЦК"
2165;"Нижегородск. МЦК";"Нижегородск. МЦК";"МЦК"
2288;"Нижегород.2 МЦК";"Нижегородск. МЦК";"МЦК"
2173;"Пл.Гагарина1 МЦК";"Пл. Гагарина МЦК";"МЦК"
2175;"Пл.Гагарина2 МЦК";"Пл. Гагарина МЦК";"МЦК"
2187;"Пл.Гагарина3 МЦК";"Пл. Гагарина МЦК";"МЦК"
2176;"Пл.Гагарина3 МЦК";"Пл. Гагарина МЦК";"МЦК"
2166;"Лужники МЦК";"Лужники МЦК";"МЦК"
2167;"Кутузовская МЦК";"Кутузовская МЦК";"МЦК"
2168;"Дел. центр МЦК";"Дел. центр МЦК";"МЦК"
2210;"Дел. центр БКЛ 1";"Дел. центр БКЛ";"БКЛ"
2211;"Дел. центр БКЛ 2";"Дел. центр БКЛ";"БКЛ"
2214;"Шелепиха 1";"Шелепиха";"БКЛ"
2215;"Шелепиха 2";"Шелепиха";"БКЛ"
2216;"Хорошёвская 1";"Хорошёвская";"БКЛ"
2217;"Хорошёвская 2";"Хорошёвская";"БКЛ"
2218;"ЦСКА 1";"ЦСКА";"БКЛ"
2219;"ЦСКА 2";"ЦСКА";"БКЛ"
2208;"Петровский парк1";"Петровский парк";"БКЛ"
2209;"Петровский парк2";"Петровский парк";"БКЛ"
2250;"Савёловс-я БКЛ1";"Савёловская БКЛ";"БКЛ"
2251;"Савёловс-я БКЛ2";"Савёловская БКЛ";"БКЛ"
2416;"Электрозав-я БКЛ";"Электрозав-я БКЛ";"БКЛ"
2402;"Лефортово БКЛ";"Лефортово БКЛ";"БКЛ"
2281;"Лефортово";"Лефортово";"БКЛ"
2399;"Авиамоторн.БКЛ1";"Авиамоторная БКЛ";"БКЛ"
2279;"Авиамотор-я БКЛ1";"Авиамоторная БКЛ";"БКЛ"
2280;"Авиамотор-я БКЛ2";"Авиамоторная БКЛ";"БКЛ"
2401;"Авиамоторн.БКЛ2";"Авиамоторная БКЛ";"БКЛ"
2419;"Мнёвники 1";"Мнёвники";"БКЛ"
2420;"Мнёвники 2";"Мнёвники";"БКЛ"
2417;"Народ. Ополч-е 1";"Народное Ополч-е";"БКЛ"
2418;"Народ. Ополч-е 2";"Народное Ополч-е";"БКЛ"
2139;"Стенд МЦК";"Стенд МЦК";"центры стендовые"
2224;"Стенд КБР МЦК";"Стенд МЦК";"центры стендовые"
2268;"Стенд МЦК ПП";"Стенд МЦК";"центры стендовые"
2252;"Стенд Отд.разв";"Стенд Отд разв.";"центры стендовые"
2422;"ПМТ";"ПМТ";"ПМТ"
